ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	NUMBER	ENGLISH	POS
Swadesh-1952-200-55	1441	FLY (MOVE THROUGH AIR)	55	to fly	VERB
Swadesh-1952-200-56	249	FOG	56	fog	NOUN
Swadesh-1952-200-57	1301	FOOT	57	foot	NOUN
Swadesh-1952-200-58	1500	FOUR	58	four	NOUN
Swadesh-1952-200-59	1431	FREEZE	59	to freeze	VERB
Swadesh-1952-200-60	1447	GIVE	60	to give	VERB
Swadesh-1952-200-61	1035	GOOD	61	good	ADJ
Swadesh-1952-200-62	606	GRASS	62	grass	NOUN
Swadesh-1952-200-63	1425	GREEN	63	green	ADJ
Swadesh-1952-200-64	1334	GUTS	64	guts	NOUN
Swadesh-1952-200-65	1040	HAIR	65	hair	NOUN
Swadesh-1952-200-66	1277	HAND	66	hand	NOUN
Swadesh-1952-200-67	1211	HE	67	he	PRON
Swadesh-1952-200-68	1256	HEAD	68	head	NOUN
Swadesh-1952-200-69	1408	HEAR	69	to hear	VERB
Swadesh-1952-200-70	1223	HEART	70	heart	NOUN
Swadesh-1952-200-71	1210	HEAVY	71	heavy	ADJ
Swadesh-1952-200-72	136	HERE	72	here	ADV
Swadesh-1952-200-73	1433	HIT	73	to hit	VERB
Swadesh-1952-200-74	1448	HOLD	74	to hold (in hand)	VERB
Swadesh-1952-200-75	1239	HOW	75	how	ADV
Swadesh-1952-200-76	1435	HUNT	76	to hunt (game)	VERB
Swadesh-1952-200-77	1200	HUSBAND	77	husband	NOUN
Swadesh-1952-200-78	1209	I	78	I	PRON
Swadesh-1952-200-79	617	ICE	79	ice	NOUN
Swadesh-1952-200-80	1459	IF	80	if	CCONJ
Swadesh-1952-200-81	1460	IN	81	in	ADV
Swadesh-1952-200-82	1417	KILL	82	to kill	VERB
Swadesh-1952-200-83	1410	KNOW (SOMETHING)	83	to know (facts)	VERB
Swadesh-1952-200-84	624	LAKE	84	lake	NOUN
Swadesh-1952-200-85	1355	LAUGH	85	to laugh	VERB
Swadesh-1952-200-86	628	LEAF	86	leaf	NOUN
Swadesh-1952-200-87	244	LEFT	87	left (hand)	ADJ
Swadesh-1952-200-88	1297	LEG	88	leg	NOUN
Swadesh-1952-200-89	1411	LIE (REST)	89	to lie	VERB
Swadesh-1952-200-90	1422	BE ALIVE	90	to live	VERB
Swadesh-1952-200-91	1224	LIVER	91	liver	NOUN
Swadesh-1952-200-92	1203	LONG	92	long	ADJ
Swadesh-1952-200-93	1392	LOUSE	93	louse	NOUN
Swadesh-1952-200-94	2106	MALE PERSON	94	man (male human)	NOUN
Swadesh-1952-200-95	1198	MANY	95	many	ADJ
Swadesh-1952-200-96	2615	FLESH OR MEAT	96	meat (flesh)	NOUN
Swadesh-1952-200-97	1216	MOTHER	97	mother	NOUN
Swadesh-1952-200-98	639	MOUNTAIN	98	mountain	NOUN
Swadesh-1952-200-99	674	MOUTH	99	mouth	NOUN
Swadesh-1952-200-100	1405	NAME	100	name	NOUN
Swadesh-1952-200-101	1267	NARROW	101	narrow	ADJ
Swadesh-1952-200-102	1942	NEAR	102	near	ADJ
Swadesh-1952-200-103	1333	NECK	103	neck	NOUN
Swadesh-1952-200-104	1231	NEW	104	new	ADJ
Swadesh-1952-200-105	1233	NIGHT	105	night	NOUN
Swadesh-1952-200-106	1221	NOSE	106	nose	NOUN
Swadesh-1952-200-107	1240	NOT	107	not	ADV
Swadesh-1952-200-108	1229	OLD	108	old	ADJ
Swadesh-1952-200-109	1493	ONE	109	one	NOUN
Swadesh-1952-200-110	197	OTHER	110	other	ADJ
Swadesh-1952-200-111	683	PERSON	111	person	NOUN
Swadesh-1952-200-112	1413	PLAY	112	to play	VERB
Swadesh-1952-200-113	1455	PULL	113	to pull	VERB
Swadesh-1952-200-114	1452	PUSH	114	to push	VERB
Swadesh-1952-200-115	1253	RAIN (RAINING)	115	to rain	VERB
Swadesh-1952-200-116	156	RED	116	red	ADJ
Swadesh-1952-200-117	1725	CORRECT (RIGHT)	117	right (correct)	ADJ
Swadesh-1952-200-118	1019	RIGHT	118	right (hand)	ADJ
Swadesh-1952-200-119	666	RIVER	119	river	NOUN
Swadesh-1952-200-120	667	ROAD	120	road (or trail)	NOUN
Swadesh-1952-200-121	670	ROOT	121	root	NOUN
Swadesh-1952-200-122	1218	ROPE	122	rope	NOUN
Swadesh-1952-200-123	1728	ROTTEN	123	rotten (especially log)	ADJ
Swadesh-1952-200-124	1449	RUB	124	to rub	VERB
Swadesh-1952-200-125	1274	SALT	125	salt	NOUN
Swadesh-1952-200-126	671	SAND	126	sand	NOUN
Swadesh-1952-200-127	1458	SAY	127	say	VERB
Swadesh-1952-200-128	1436	SCRATCH	128	to scratch (as with fingernails to relieve itch)	VERB
Swadesh-1952-200-129	1474	SEA	129	sea (ocean)	NOUN
Swadesh-1952-200-130	1409	SEE	130	see	VERB
Swadesh-1952-200-131	714	SEED	131	seed	NOUN
Swadesh-1952-200-132	1457	SEW	132	to sew	VERB
Swadesh-1952-200-133	1396	SHARP	133	sharp (as knife)	ADJ
Swadesh-1952-200-134	1645	SHORT	134	short	ADJ
Swadesh-1952-200-135	1261	SING	135	to sing	VERB
Swadesh-1952-200-136	1416	SIT	136	sit	VERB
Swadesh-1952-200-137	2613	SKIN (HUMAN)	137	skin (person's)	NOUN
Swadesh-1952-200-138	1732	SKY	138	sky	NOUN
Swadesh-1952-200-139	1585	SLEEP	139	sleep	VERB
Swadesh-1952-200-140	1246	SMALL	140	small	ADJ
Swadesh-1952-200-141	1586	SMELL (PERCEIVE)	141	to smell (perceive odor)	VERB
Swadesh-1952-200-142	778	SMOKE (EXHAUST)	142	smoke (of fire)	NOUN
Swadesh-1952-200-143	1234	SMOOTH	143	smooth	ADJ
Swadesh-1952-200-144	730	SNAKE	144	snake	NOUN
Swadesh-1952-200-145	784	SNOW	145	snow	NOUN
Swadesh-1952-200-146	1241	SOME	146	some	ADJ
Swadesh-1952-200-147	1440	SPIT	147	to spit	VERB
Swadesh-1952-200-148	1437	SPLIT	148	to split	VERB
Swadesh-1952-200-149	1414	SQUEEZE	149	to squeeze	VERB
Swadesh-1952-200-150	1434	STAB	150	to stab (or stick)	VERB
Swadesh-1952-200-151	1442	STAND	151	to stand	VERB
Swadesh-1952-200-152	1430	STAR	152	star	NOUN
Swadesh-1952-200-153	1295	STICK	153	stick (of wood)	NOUN
Swadesh-1952-200-154	857	STONE	154	stone	NOUN
Swadesh-1952-200-155	1404	STRAIGHT	155	straight	ADJ
Swadesh-1952-200-156	1421	SUCK	156	to suck	VERB
Swadesh-1952-200-157	1343	SUN	157	sun	NOUN
Swadesh-1952-200-158	1573	SWELL	158	to swell	VERB
Swadesh-1952-200-159	1439	SWIM	159	to swim	VERB
Swadesh-1952-200-160	1220	TAIL	160	tail	NOUN
Swadesh-1952-200-161	78	THAT	161	that	ADV
Swadesh-1952-200-162	1937	THERE	162	there	ADV
Swadesh-1952-200-163	817	THEY	163	they	PRON
Swadesh-1952-200-164	1244	THICK	164	thick	ADJ
Swadesh-1952-200-165	2308	THIN	165	thin	ADJ
Swadesh-1952-200-166	2271	THINK	166	to think	VERB
Swadesh-1952-200-167	1214	THIS	167	this	ADV
Swadesh-1952-200-168	1215	THOU	168	thou	PRON
Swadesh-1952-200-169	492	THREE	169	three	NOUN
Swadesh-1952-200-170	1456	THROW	170	to throw	VERB
Swadesh-1952-200-171	1917	TIE	171	to tie	VERB
Swadesh-1952-200-172	1205	TONGUE	172	tongue	NOUN
Swadesh-1952-200-173	1380	TOOTH	173	tooth (front rather than molar)	NOUN
Swadesh-1952-200-174	906	TREE	174	tree	NOUN
Swadesh-1952-200-175	1444	TURN AROUND	175	to turn (change one's direction)	VERB
Swadesh-1952-200-176	1498	TWO	176	two	NOUN
Swadesh-1952-200-177	1278	VOMIT	177	to vomit	VERB
Swadesh-1952-200-178	1443	WALK	178	to walk	VERB
Swadesh-1952-200-179	2110	WARM (OF WEATHER)	179	warm (of weather)	ADJ
Swadesh-1952-200-180	1453	WASH	180	to wash	VERB
Swadesh-1952-200-181	948	WATER	181	water	NOUN
Swadesh-1952-200-182	1212	WE	182	we	PRON
Swadesh-1952-200-183	1726	WET	183	wet	ADJ
Swadesh-1952-200-184	1236	WHAT	184	what?	ADV
Swadesh-1952-200-185	1238	WHEN	185	when?	ADV
Swadesh-1952-200-186	1237	WHERE	186	where?	ADV
Swadesh-1952-200-187	1335	WHITE	187	white	ADJ
Swadesh-1952-200-188	1235	WHO	188	who?	ADV
Swadesh-1952-200-189	1243	WIDE	189	wide	ADJ
Swadesh-1952-200-190	1199	WIFE	190	wife	NOUN
Swadesh-1952-200-191	960	WIND	191	wind	NOUN
Swadesh-1952-200-192	1257	WING	192	wing	NOUN
Swadesh-1952-200-193	1454	WIPE	193	to wipe	VERB
Swadesh-1952-200-194	1340	WITH	194	with (accompanying)	ADV
Swadesh-1952-200-195	962	WOMAN	195	woman	NOUN
Swadesh-1952-200-196	420	FOREST	196	woods	NOUN
Swadesh-1952-200-197	1219	WORM	197	worm	NOUN
Swadesh-1952-200-198	1213	YOU	198	ye	PRON
Swadesh-1952-200-199	1226	YEAR	199	year	NOUN
Swadesh-1952-200-200	1424	YELLOW	200	yellow	ADJ
